max_strategy, risky_strategy, uniform_strategy, safe_strategy, min_strategy
983, 962, 437, 77, 1000
2034, 1290, 428, 1047, 1000
598, 1654, 644, 1163, 1000
621, 390, 1317, 2237, 1000
1084, 301, 1329, 1428, 1000
415, 417, 1414, 948, 1000
77, 2002, 791, 739, 1000
510, 1392, 1127, 1238, 1000
282, 703, 395, 1174, 1000
857, 1072, 810, 1395, 1000
345, 2122, 492, 290, 1000
2716, 306, 1895, 1157, 1000
1830, 1174, 312, 804, 1000
1263, 137, 376, 519, 1000
1434, 2999, 654, 1764, 1000
3, 1414, 670, 1447, 1000
180, 722, 2634, 981, 1000
2528, 1341, 654, 747, 1000
141, 396, 785, 1071, 1000
1375, 461, 1262, 1650, 1000
293, 1243, 362, 1420, 1000
1225, 200, 1791, 738, 1000
1040, 1935, 622, 679, 1000
2175, 1487, 593, 1147, 1000
537, 266, 1567, 911, 1000
24, 529, 806, 1002, 1000
860, 140, 1213, 1036, 1000
894, 730, 328, 1632, 1000
1217, 261, 2128, 1436, 1000
20, 240, 925, 2069, 1000
2573, 944, 2085, 1100, 1000
158, 1426, 1230, 376, 1000
1005, 2234, 1135, 881, 1000
1856, 1597, 1216, 1024, 1000
317, 169, 830, 792, 1000
681, 868, 1196, 1152, 1000
1162, 2681, 488, 990, 1000
329, 68, 633, 629, 1000
2834, 1185, 657, 853, 1000
637, 2695, 1163, 775, 1000
431, 1443, 1570, 870, 1000
338, 1026, 798, 1089, 1000
1574, 341, 1519, 526, 1000
465, 320, 157, 739, 1000
255, 518, 161, 1171, 1000
423, 838, 817, 2083, 1000
490, 1087, 360, 512, 1000
832, 1079, 545, 789, 1000
1104, 298, 236, 501, 1000
1012, 175, 749, 833, 1000
61, 210, 1043, 480, 1000
593, 622, 2146, 1121, 1000
242, 1395, 211, 1239, 1000
1897, 1072, 206, 1072, 1000
156, 619, 2057, 480, 1000
662, 1144, 1195, 1014, 1000
1724, 252, 619, 1122, 1000
163, 2230, 332, 1215, 1000
1356, 1769, 1534, 635, 1000
853, 993, 345, 666, 1000
1391, 547, 1047, 482, 1000
1223, 367, 2628, 825, 1000
7356, 936, 1296, 931, 1000
101, 1394, 994, 1168, 1000
51, 434, 382, 436, 1000
1894, 1408, 301, 788, 1000
63, 1640, 925, 417, 1000
462, 3840, 427, 909, 1000
318, 745, 536, 959, 1000
3406, 300, 1252, 742, 1000
437, 393, 1213, 1059, 1000
894, 1220, 1055, 662, 1000
3210, 474, 538, 1047, 1000
357, 816, 2092, 1086, 1000
1321, 254, 2330, 744, 1000
612, 955, 1284, 540, 1000
35, 1654, 837, 327, 1000
1497, 1053, 502, 1577, 1000
2684, 255, 709, 726, 1000
153, 569, 410, 1089, 1000
642, 1200, 1415, 1623, 1000
1142, 2367, 1172, 1352, 1000
857, 641, 1255, 1383, 1000
1399, 174, 2806, 432, 1000
1541, 1162, 1100, 2245, 1000
946, 457, 357, 995, 1000
2223, 565, 2854, 1760, 1000
225, 1544, 1242, 968, 1000
205, 198, 323, 1133, 1000
355, 672, 762, 1594, 1000
337, 908, 747, 354, 1000
1332, 1529, 905, 476, 1000
1592, 383, 457, 521, 1000
236, 733, 982, 1180, 1000
39, 180, 1315, 662, 1000
2020, 2289, 261, 790, 1000
826, 989, 1032, 1058, 1000
903, 604, 760, 596, 1000
856, 266, 2055, 1164, 1000
1259, 1288, 556, 1733, 1000
1577, 1352, 868, 664, 1000
241, 785, 265, 1770, 1000
883, 235, 1145, 830, 1000
245, 682, 666, 669, 1000
1144, 463, 1445, 364, 1000
173, 845, 2616, 1528, 1000
26, 1433, 649, 709, 1000
1318, 1390, 845, 827, 1000
670, 442, 584, 1144, 1000
325, 501, 1979, 730, 1000
788, 950, 326, 636, 1000
557, 310, 1387, 561, 1000
1636, 266, 1163, 1768, 1000
738, 1506, 1522, 1022, 1000
448, 1795, 1317, 727, 1000
614, 2126, 699, 581, 1000
893, 213, 956, 883, 1000
287, 1255, 670, 1169, 1000
29, 629, 1563, 360, 1000
859, 765, 849, 832, 1000
1841, 1714, 741, 1522, 1000
534, 1153, 455, 755, 1000
1044, 1378, 907, 927, 1000
427, 1351, 1852, 1414, 1000
1156, 912, 646, 1686, 1000
375, 1259, 623, 912, 1000
1048, 1829, 380, 433, 1000
121, 1139, 689, 1320, 1000
1638, 901, 844, 1189, 1000
365, 571, 268, 755, 1000
1216, 1962, 1920, 545, 1000
799, 1567, 1398, 1792, 1000
829, 1035, 1284, 1114, 1000
947, 425, 1653, 1331, 1000
1749, 1582, 408, 1492, 1000
44, 3058, 724, 1045, 1000
902, 56, 351, 1289, 1000
2108, 1622, 1600, 1284, 1000
229, 1923, 359, 960, 1000
402, 1080, 607, 1024, 1000
863, 422, 862, 806, 1000
1437, 632, 858, 1305, 1000
1512, 1266, 944, 493, 1000
101, 377, 1133, 853, 1000
1351, 858, 1280, 1007, 1000
690, 177, 1469, 342, 1000
51, 977, 1390, 1034, 1000
865, 1032, 743, 953, 1000
1996, 664, 491, 805, 1000
8200, 1386, 1032, 622, 1000
2273, 228, 889, 1274, 1000
185, 150, 1203, 764, 1000
2725, 828, 1299, 1013, 1000
1180, 701, 1622, 336, 1000
1124, 769, 1323, 765, 1000
986, 1011, 1203, 695, 1000
83, 927, 74, 815, 1000
3, 1351, 1683, 1623, 1000
603, 1700, 1038, 931, 1000
2764, 417, 542, 1221, 1000
396, 947, 510, 446, 1000
551, 409, 2015, 725, 1000
155, 1253, 1594, 448, 1000
470, 534, 1179, 625, 1000
2113, 433, 351, 623, 1000
1317, 539, 283, 458, 1000
610, 831, 684, 1438, 1000
1716, 112, 478, 1183, 1000
2218, 982, 453, 762, 1000
246, 1295, 1079, 1731, 1000
575, 1538, 1074, 959, 1000
1977, 645, 505, 1299, 1000
381, 450, 363, 1207, 1000
160, 1018, 1902, 954, 1000
610, 392, 1303, 1431, 1000
903, 526, 1574, 990, 1000
813, 1107, 1699, 1575, 1000
867, 377, 636, 1227, 1000
695, 1125, 1002, 1027, 1000
104, 2468, 819, 1473, 1000
2463, 642, 1882, 612, 1000
506, 156, 1613, 562, 1000
854, 842, 269, 1214, 1000
556, 956, 1617, 1949, 1000
1585, 625, 1710, 732, 1000
3751, 1164, 786, 451, 1000
1860, 1342, 393, 1067, 1000
2948, 571, 1386, 622, 1000
1169, 1403, 578, 1376, 1000
1969, 872, 211, 894, 1000
1996, 217, 969, 804, 1000
89, 509, 1729, 227, 1000
2441, 1003, 270, 900, 1000
343, 1844, 1492, 1516, 1000
808, 1030, 320, 1308, 1000
2416, 893, 1471, 1438, 1000
267, 1278, 1465, 1707, 1000
514, 1233, 1333, 885, 1000
644, 803, 607, 1562, 1000
162, 1287, 655, 1006, 1000
167, 2524, 1042, 627, 1000
1359, 2141, 1265, 1718, 1000
568, 979, 1512, 1215, 1000
505, 458, 255, 1624, 1000
1759, 565, 1860, 2154, 1000
1413, 297, 1280, 264, 1000
2205, 627, 784, 687, 1000
5015, 315, 879, 1287, 1000
1916, 645, 1433, 1000, 1000
1972, 1057, 2149, 522, 1000
260, 216, 1778, 1207, 1000
2037, 2265, 451, 334, 1000
284, 1080, 1432, 623, 1000
100, 386, 536, 1491, 1000
2506, 824, 1756, 1667, 1000
235, 512, 903, 1256, 1000
72, 432, 1316, 573, 1000
652, 57, 1160, 1367, 1000
1027, 115, 672, 738, 1000
1461, 896, 1605, 600, 1000
498, 203, 1193, 1088, 1000
503, 558, 413, 1139, 1000
265, 414, 715, 1978, 1000
577, 1751, 929, 2053, 1000
1719, 830, 1899, 525, 1000
14, 904, 1622, 1151, 1000
2575, 1905, 347, 1950, 1000
1494, 1023, 2356, 1665, 1000
1267, 1032, 419, 1079, 1000
2056, 1903, 1168, 1158, 1000
56, 825, 436, 1231, 1000
536, 727, 1102, 586, 1000
197, 2108, 1160, 332, 1000
219, 344, 873, 550, 1000
407, 1947, 601, 1061, 1000
1289, 1423, 1472, 1122, 1000
1614, 1320, 1581, 608, 1000
1695, 678, 283, 814, 1000
346, 2701, 1065, 1086, 1000
541, 2693, 1429, 1924, 1000
61, 2509, 502, 979, 1000
433, 908, 1848, 508, 1000
895, 476, 1834, 838, 1000
2283, 331, 938, 1081, 1000
1040, 182, 672, 890, 1000
37, 131, 1159, 1990, 1000
231, 1784, 639, 1176, 1000
4152, 689, 281, 1279, 1000
536, 676, 2739, 1076, 1000
214, 1667, 930, 481, 1000
462, 1373, 454, 1307, 1000
60, 812, 1096, 1110, 1000
2133, 1538, 1235, 1073, 1000
128, 511, 1051, 983, 1000
705, 1073, 766, 1278, 1000
717, 293, 1290, 677, 1000
1684, 934, 1134, 887, 1000
276, 232, 152, 953, 1000
206, 2129, 3050, 936, 1000
1342, 312, 1050, 1397, 1000
780, 811, 710, 653, 1000
227, 673, 1288, 440, 1000
283, 234, 608, 640, 1000
428, 760, 916, 1262, 1000
43, 1199, 528, 1084, 1000
1727, 271, 1502, 104, 1000
73, 1363, 1168, 160, 1000
648, 849, 344, 1422, 1000
2028, 2274, 1087, 834, 1000
137, 493, 239, 791, 1000
171, 347, 893, 894, 1000
137, 1155, 1748, 622, 1000
244, 138, 383, 1468, 1000
635, 460, 1687, 1006, 1000
1575, 1355, 1465, 1614, 1000
1046, 1176, 1015, 901, 1000
3058, 512, 991, 870, 1000
1653, 841, 986, 2120, 1000
545, 385, 278, 1064, 1000
10, 499, 1465, 648, 1000
773, 295, 1268, 1186, 1000
414, 1924, 568, 200, 1000
1288, 1184, 16, 858, 1000
941, 581, 545, 1242, 1000
983, 316, 728, 952, 1000
979, 1600, 912, 1899, 1000
1583, 910, 1057, 396, 1000
325, 883, 1078, 1257, 1000
277, 110, 1110, 1532, 1000
727, 1409, 1861, 1460, 1000
850, 486, 1040, 1758, 1000
4086, 1780, 1041, 555, 1000
715, 735, 886, 595, 1000
916, 156, 766, 923, 1000
47, 731, 730, 573, 1000
883, 853, 2318, 1615, 1000
490, 1446, 646, 537, 1000
1282, 511, 110, 802, 1000
976, 251, 762, 1518, 1000
1511, 973, 715, 550, 1000
540, 559, 1009, 1151, 1000
14, 792, 2967, 907, 1000
2254, 791, 658, 1994, 1000
1049, 436, 644, 726, 1000
1710, 1053, 1245, 945, 1000
504, 398, 130, 552, 1000
263, 315, 420, 970, 1000
207, 832, 863, 438, 1000
154, 547, 394, 1404, 1000
1902, 2241, 1392, 935, 1000
375, 2286, 780, 959, 1000
1562, 523, 1615, 1001, 1000
1013, 1393, 949, 482, 1000
389, 654, 2508, 1211, 1000
2515, 1002, 552, 753, 1000
6, 1716, 839, 929, 1000
1497, 441, 581, 697, 1000
234, 213, 1297, 821, 1000
41, 800, 523, 436, 1000
2318, 475, 699, 2134, 1000
658, 795, 1562, 1129, 1000
134, 1696, 220, 1706, 1000
2707, 1951, 1211, 1019, 1000
359, 672, 562, 501, 1000
4116, 1435, 552, 1348, 1000
360, 967, 1215, 654, 1000
71, 1712, 1083, 789, 1000
1769, 1305, 469, 822, 1000
1687, 841, 665, 1050, 1000
1532, 1009, 1338, 739, 1000
2732, 395, 285, 1935, 1000
2871, 611, 1774, 1096, 1000
1080, 1060, 548, 2262, 1000
657, 880, 545, 643, 1000
826, 2158, 550, 979, 1000
1581, 1117, 403, 1296, 1000
891, 660, 689, 537, 1000
444, 183, 778, 2066, 1000
1340, 1350, 1075, 1441, 1000
2227, 708, 1122, 678, 1000
266, 563, 230, 498, 1000
30, 316, 862, 960, 1000
45, 681, 1866, 854, 1000
2295, 1460, 629, 1339, 1000
606, 2127, 1962, 377, 1000
2587, 940, 1323, 1291, 1000
143, 1344, 593, 790, 1000
156, 2603, 998, 1320, 1000
1157, 1384, 2177, 1988, 1000
166, 708, 983, 1348, 1000
3652, 959, 789, 903, 1000
262, 1383, 1108, 527, 1000
64, 2085, 852, 686, 1000
1098, 2851, 2329, 697, 1000
81, 352, 616, 1087, 1000
3039, 961, 638, 1665, 1000
1204, 824, 1317, 1520, 1000
171, 1444, 1304, 314, 1000
395, 622, 1172, 913, 1000
1605, 432, 1372, 907, 1000
173, 529, 636, 601, 1000
1242, 1201, 2175, 1265, 1000
198, 401, 787, 544, 1000
185, 927, 551, 876, 1000
1017, 1424, 779, 1618, 1000
334, 340, 473, 1165, 1000
13, 579, 432, 854, 1000
547, 144, 289, 1079, 1000
415, 827, 1244, 608, 1000
1429, 352, 783, 552, 1000
1037, 145, 1665, 721, 1000
392, 312, 897, 921, 1000
412, 1708, 1753, 919, 1000
163, 920, 226, 1698, 1000
438, 1373, 826, 338, 1000
404, 638, 2308, 935, 1000
66, 212, 1192, 718, 1000
1052, 764, 704, 731, 1000
772, 551, 836, 1145, 1000
644, 1445, 1146, 1653, 1000
292, 401, 1577, 1227, 1000
616, 2339, 1713, 1568, 1000
1968, 1621, 1351, 802, 1000
2379, 590, 251, 804, 1000
2370, 884, 484, 676, 1000
1389, 1053, 1017, 1925, 1000
3192, 837, 1672, 1265, 1000
1518, 934, 745, 311, 1000
522, 485, 750, 963, 1000
444, 529, 439, 1242, 1000
1304, 1113, 493, 317, 1000
2124, 1363, 1033, 580, 1000
984, 396, 754, 1016, 1000
649, 1021, 540, 504, 1000
787, 532, 1103, 1049, 1000
1942, 893, 1451, 425, 1000
55, 419, 1943, 1079, 1000
416, 1783, 1333, 1365, 1000
61, 573, 604, 620, 1000
2230, 1352, 389, 925, 1000
175, 711, 55, 1084, 1000
3085, 549, 1192, 1253, 1000
2356, 1365, 1385, 1865, 1000
634, 784, 715, 506, 1000
676, 1076, 740, 2180, 1000
678, 170, 1645, 508, 1000
149, 696, 2453, 1436, 1000
3483, 380, 812, 1709, 1000
685, 206, 1659, 428, 1000
689, 288, 612, 844, 1000
3305, 1326, 573, 610, 1000
2897, 1239, 1080, 700, 1000
637, 2542, 833, 522, 1000
1781, 298, 329, 1104, 1000
176, 117, 1810, 1109, 1000
341, 249, 959, 1162, 1000
1914, 578, 1086, 840, 1000
93, 689, 1078, 1919, 1000
1298, 1085, 1698, 1963, 1000
740, 294, 196, 1456, 1000
2315, 615, 539, 843, 1000
432, 721, 1227, 936, 1000
842, 1027, 1354, 1608, 1000
595, 236, 1854, 502, 1000
80, 1185, 1275, 725, 1000
2552, 798, 617, 1435, 1000
1283, 1145, 1231, 525, 1000
1778, 650, 419, 1255, 1000
917, 1316, 709, 466, 1000
256, 572, 1186, 217, 1000
1248, 3329, 3051, 779, 1000
707, 835, 951, 1133, 1000
1128, 868, 925, 1280, 1000
414, 193, 1151, 563, 1000
3025, 1396, 607, 1515, 1000
2048, 1399, 993, 908, 1000
1607, 2226, 847, 421, 1000
2611, 345, 595, 866, 1000
411, 1406, 273, 797, 1000
1918, 200, 764, 1208, 1000
1568, 489, 989, 862, 1000
396, 434, 1474, 748, 1000
673, 553, 1034, 1293, 1000
176, 995, 841, 1606, 1000
1149, 3883, 762, 1314, 1000
229, 1638, 319, 1349, 1000
1641, 1742, 1904, 1987, 1000
976, 2278, 1241, 1382, 1000
1018, 1112, 1138, 1042, 1000
111, 275, 486, 1415, 1000
62, 841, 760, 539, 1000
1038, 162, 2100, 898, 1000
1220, 777, 236, 1358, 1000
550, 964, 792, 1223, 1000
2749, 1452, 1325, 1380, 1000
664, 1560, 578, 1299, 1000
1484, 2757, 579, 1256, 1000
722, 1751, 2431, 399, 1000
205, 1988, 648, 1235, 1000
143, 659, 456, 802, 1000
265, 468, 128, 796, 1000
5688, 646, 1080, 1344, 1000
966, 936, 1154, 1395, 1000
423, 821, 1866, 307, 1000
1404, 301, 1101, 297, 1000
24, 721, 1543, 1097, 1000
536, 1664, 1532, 204, 1000
144, 2216, 296, 198, 1000
277, 2735, 466, 421, 1000
95, 95, 1721, 622, 1000
1063, 986, 1790, 728, 1000
15, 366, 826, 764, 1000
1647, 1654, 1482, 1439, 1000
227, 392, 1372, 1623, 1000
382, 2028, 818, 1284, 1000
427, 1772, 1138, 1416, 1000
1010, 514, 440, 1402, 1000
687, 562, 771, 595, 1000
1103, 162, 2348, 1003, 1000
1108, 1458, 445, 493, 1000
172, 3315, 1125, 1542, 1000
2234, 1373, 1114, 811, 1000
733, 831, 698, 1445, 1000
927, 1622, 250, 197, 1000
2342, 2340, 1485, 1658, 1000
2337, 779, 1234, 1041, 1000
777, 922, 1545, 1428, 1000
174, 244, 1109, 930, 1000
719, 1740, 1059, 1240, 1000
1181, 3275, 981, 425, 1000
1138, 2162, 508, 984, 1000
857, 974, 859, 1129, 1000
75, 989, 1185, 1422, 1000
1419, 2589, 799, 220, 1000
6117, 3148, 149, 1110, 1000
477, 343, 2014, 474, 1000
2567, 756, 190, 632, 1000
250, 250, 922, 889, 1000
1366, 587, 1467, 715, 1000
1446, 1359, 808, 1418, 1000
1725, 2796, 1580, 1389, 1000
28, 86, 1743, 1161, 1000
674, 987, 1843, 1579, 1000
3684, 1037, 1044, 745, 1000
73, 505, 1743, 1285, 1000
1302, 914, 1287, 1242, 1000
194, 1455, 569, 983, 1000
175, 639, 945, 1687, 1000
493, 2243, 598, 545, 1000
33, 328, 1470, 1358, 1000
2045, 1857, 1018, 613, 1000
1, 2211, 1647, 1141, 1000
196, 2388, 236, 335, 1000
1641, 232, 1169, 315, 1000
347, 688, 613, 865, 1000
1718, 56, 1297, 1270, 1000
512, 162, 1132, 815, 1000
1627, 353, 1865, 1077, 1000
113, 459, 275, 354, 1000
373, 1550, 639, 632, 1000
971, 956, 1654, 1040, 1000
465, 478, 724, 2285, 1000
794, 612, 291, 1592, 1000
1136, 670, 1366, 1544, 1000
775, 226, 541, 1225, 1000
264, 1229, 1153, 962, 1000
914, 817, 679, 2083, 1000
56, 857, 946, 231, 1000
1900, 693, 934, 1553, 1000
1690, 832, 1319, 1136, 1000
1946, 1088, 523, 747, 1000
866, 817, 1090, 569, 1000
265, 1012, 1634, 1661, 1000
90, 3009, 1692, 2330, 1000
124, 790, 325, 354, 1000
1346, 80, 447, 1372, 1000
233, 835, 862, 1265, 1000
1108, 692, 1675, 1510, 1000
3332, 637, 1252, 727, 1000
1797, 1184, 780, 869, 1000
1309, 1737, 1566, 1129, 1000
679, 3107, 598, 219, 1000
231, 281, 1193, 588, 1000
1882, 1427, 674, 1177, 1000
975, 1028, 1183, 802, 1000
346, 1002, 431, 1129, 1000
537, 607, 1262, 1733, 1000
543, 430, 849, 687, 1000
344, 1449, 610, 527, 1000
759, 124, 1298, 2143, 1000
232, 98, 818, 804, 1000
844, 1284, 116, 519, 1000
4111, 1126, 600, 1037, 1000
1077, 370, 353, 865, 1000
512, 1417, 1030, 2040, 1000
1346, 922, 1076, 1814, 1000
1563, 411, 933, 1187, 1000
2040, 1138, 380, 799, 1000
490, 724, 1003, 324, 1000
4, 597, 1000, 914, 1000
833, 1974, 814, 896, 1000
592, 674, 552, 1099, 1000
493, 618, 1550, 795, 1000
40, 644, 2356, 645, 1000
4122, 306, 1163, 841, 1000
300, 2250, 808, 918, 1000
567, 1263, 884, 690, 1000
196, 312, 454, 1348, 1000
264, 579, 568, 580, 1000
1076, 659, 467, 413, 1000
209, 1890, 1067, 357, 1000
1316, 1398, 909, 830, 1000
220, 2241, 540, 528, 1000
130, 496, 2068, 1003, 1000
128, 538, 658, 733, 1000
684, 399, 708, 664, 1000
927, 844, 914, 1570, 1000
675, 1894, 549, 1095, 1000
694, 1131, 297, 1144, 1000
240, 854, 823, 2389, 1000
161, 716, 2382, 1164, 1000
2020, 900, 542, 769, 1000
2235, 81, 453, 869, 1000
63, 301, 710, 450, 1000
27, 943, 954, 1014, 1000
541, 396, 739, 971, 1000
444, 1468, 691, 967, 1000
1719, 3259, 1476, 1304, 1000
1040, 1726, 798, 1185, 1000
46, 1481, 1263, 715, 1000
1499, 276, 518, 791, 1000
434, 254, 1346, 1001, 1000
935, 558, 876, 886, 1000
1857, 275, 856, 646, 1000
248, 835, 651, 1066, 1000
1306, 868, 159, 1021, 1000
1510, 1709, 1351, 688, 1000
100, 1087, 656, 844, 1000
1228, 765, 238, 846, 1000
2268, 538, 718, 1036, 1000
489, 539, 1638, 603, 1000
731, 982, 1710, 440, 1000
657, 2414, 287, 940, 1000
587, 364, 1316, 2075, 1000
402, 1616, 960, 1432, 1000
697, 623, 1636, 526, 1000
875, 851, 211, 1193, 1000
1080, 1417, 1046, 1023, 1000
1841, 2172, 1233, 1307, 1000
919, 1318, 849, 1152, 1000
358, 1896, 987, 883, 1000
1616, 225, 1271, 1345, 1000
967, 442, 1852, 785, 1000
492, 1069, 1156, 944, 1000
650, 2611, 1037, 1059, 1000
1839, 1358, 548, 852, 1000
2300, 337, 1619, 1357, 1000
301, 436, 803, 1419, 1000
1695, 521, 507, 893, 1000
521, 997, 1584, 388, 1000
23, 715, 1118, 1154, 1000
931, 1331, 1462, 824, 1000
3007, 469, 1117, 467, 1000
2, 294, 525, 1833, 1000
1973, 314, 726, 1121, 1000
1201, 1001, 762, 788, 1000
1203, 155, 1930, 690, 1000
1016, 355, 847, 335, 1000
3673, 683, 2485, 974, 1000
416, 90, 560, 1282, 1000
1136, 293, 106, 522, 1000
1591, 1273, 853, 934, 1000
1163, 375, 2531, 169, 1000
382, 390, 555, 199, 1000
339, 235, 238, 1030, 1000
547, 843, 887, 1062, 1000
440, 1561, 501, 1166, 1000
1153, 524, 1818, 404, 1000
491, 963, 2008, 1315, 1000
105, 1341, 770, 494, 1000
837, 2619, 316, 992, 1000
264, 2762, 1728, 803, 1000
831, 28, 211, 747, 1000
50, 250, 61, 862, 1000
847, 4541, 1180, 401, 1000
1998, 2057, 1997, 1551, 1000
604, 270, 1905, 352, 1000
136, 196, 480, 717, 1000
398, 294, 1876, 578, 1000
1144, 1441, 1216, 845, 1000
430, 152, 1395, 1012, 1000
1032, 1187, 892, 883, 1000
463, 870, 1291, 1127, 1000
876, 484, 1717, 1774, 1000
706, 1162, 1304, 1063, 1000
427, 431, 1285, 1586, 1000
1885, 1209, 189, 1356, 1000
2151, 2148, 563, 1786, 1000
2507, 178, 691, 1441, 1000
810, 452, 1001, 1486, 1000
522, 858, 452, 1354, 1000
1315, 671, 1372, 1149, 1000
4691, 128, 964, 1013, 1000
408, 422, 2103, 1052, 1000
311, 186, 559, 1551, 1000
96, 1024, 497, 419, 1000
526, 717, 1375, 997, 1000
113, 777, 1304, 1410, 1000
63, 286, 1087, 157, 1000
2803, 413, 696, 741, 1000
1311, 789, 2352, 941, 1000
1207, 2343, 337, 1058, 1000
393, 249, 542, 763, 1000
2893, 827, 2344, 1182, 1000
963, 737, 1124, 318, 1000
701, 859, 2098, 1045, 1000
544, 1741, 1554, 1184, 1000
428, 1234, 1389, 1185, 1000
217, 571, 1642, 1425, 1000
410, 714, 1066, 1547, 1000
439, 759, 762, 1106, 1000
69, 2222, 721, 1130, 1000
1066, 793, 568, 572, 1000
145, 1322, 1127, 1172, 1000
188, 1288, 909, 779, 1000
989, 242, 1519, 959, 1000
795, 771, 546, 1128, 1000
171, 1402, 1073, 924, 1000
426, 589, 1472, 1453, 1000
1532, 1436, 701, 441, 1000
1851, 559, 536, 1142, 1000
285, 1156, 1029, 1113, 1000
2407, 1181, 732, 417, 1000
1103, 842, 1038, 1263, 1000
444, 1644, 304, 1359, 1000
413, 1142, 1147, 785, 1000
756, 626, 331, 1176, 1000
334, 765, 1554, 837, 1000
1173, 1449, 233, 1094, 1000
985, 548, 1032, 1332, 1000
502, 1041, 768, 1109, 1000
1093, 1786, 964, 447, 1000
1314, 878, 272, 835, 1000
635, 1299, 617, 2221, 1000
58, 1831, 1030, 878, 1000
377, 1834, 1010, 683, 1000
239, 1069, 279, 1207, 1000
258, 2071, 1368, 354, 1000
616, 82, 862, 374, 1000
1573, 531, 564, 316, 1000
597, 153, 795, 1082, 1000
241, 1975, 666, 829, 1000
2525, 925, 1710, 1081, 1000
3242, 1407, 541, 895, 1000
219, 793, 616, 1363, 1000
109, 648, 574, 212, 1000
194, 983, 665, 904, 1000
1018, 1200, 1103, 1319, 1000
1787, 1018, 376, 1481, 1000
195, 264, 1083, 1526, 1000
797, 1464, 1263, 1289, 1000
813, 357, 712, 1844, 1000
2423, 2780, 964, 1564, 1000
384, 511, 1873, 1072, 1000
1886, 1191, 325, 718, 1000
595, 2034, 1075, 417, 1000
1655, 1818, 1288, 1628, 1000
819, 275, 626, 268, 1000
2042, 653, 1469, 892, 1000
2496, 1006, 1481, 211, 1000
957, 782, 1200, 1112, 1000
2227, 767, 886, 684, 1000
198, 662, 745, 564, 1000
263, 544, 1255, 1690, 1000
344, 306, 3211, 488, 1000
97, 161, 837, 2020, 1000
1567, 1577, 206, 713, 1000
3457, 688, 274, 524, 1000
59, 297, 826, 1462, 1000
638, 1048, 73, 1231, 1000
692, 171, 2378, 1318, 1000
343, 881, 274, 719, 1000
16, 280, 439, 2009, 1000
1523, 2376, 1539, 1281, 1000
525, 1585, 883, 670, 1000
97, 663, 1793, 860, 1000
523, 592, 1493, 1187, 1000
1077, 378, 1316, 682, 1000
1590, 716, 1499, 1709, 1000
938, 660, 2361, 1456, 1000
1090, 585, 726, 2374, 1000
500, 839, 977, 1207, 1000
263, 1113, 720, 278, 1000
946, 242, 1241, 1076, 1000
88, 1307, 446, 627, 1000
148, 786, 3303, 212, 1000
2903, 407, 1565, 889, 1000
428, 836, 781, 457, 1000
1657, 125, 974, 405, 1000
2250, 935, 752, 1697, 1000
8, 2099, 1799, 391, 1000
180, 1514, 1954, 891, 1000
552, 249, 683, 1314, 1000
3670, 2252, 1261, 969, 1000
888, 723, 824, 1100, 1000
1693, 1206, 782, 1247, 1000
243, 286, 350, 1086, 1000
163, 1505, 258, 219, 1000
1403, 1465, 2085, 1598, 1000
2841, 1021, 532, 1071, 1000
305, 293, 2058, 1006, 1000
1192, 900, 972, 1360, 1000
2452, 717, 562, 773, 1000
889, 291, 433, 795, 1000
596, 403, 1068, 1908, 1000
483, 2357, 1489, 459, 1000
264, 387, 964, 771, 1000
82, 548, 1633, 1909, 1000
2195, 25, 1133, 1769, 1000
704, 1668, 114, 274, 1000
115, 1348, 1151, 1350, 1000
4023, 942, 1331, 635, 1000
1225, 722, 495, 673, 1000
1390, 1347, 591, 825, 1000
494, 1024, 918, 1308, 1000
85, 851, 1035, 1906, 1000
5585, 459, 1590, 491, 1000
217, 1504, 1830, 714, 1000
21, 810, 3078, 1003, 1000
1950, 868, 2102, 2449, 1000
558, 989, 1022, 707, 1000
3208, 777, 53, 798, 1000
3714, 1135, 298, 1252, 1000
203, 910, 1534, 434, 1000
559, 368, 1593, 517, 1000
1448, 297, 288, 977, 1000
717, 797, 2047, 814, 1000
2573, 685, 824, 1136, 1000
1903, 1347, 580, 710, 1000
48, 486, 909, 489, 1000
366, 1208, 867, 1253, 1000
301, 356, 1522, 1387, 1000
712, 413, 871, 2360, 1000
125, 1336, 1222, 648, 1000
2264, 1503, 1315, 1825, 1000
219, 1681, 356, 697, 1000
65, 1622, 659, 331, 1000
426, 246, 432, 1264, 1000
299, 370, 287, 799, 1000
1394, 221, 901, 959, 1000
185, 2631, 276, 194, 1000
1793, 145, 1186, 1229, 1000
832, 213, 1586, 847, 1000
223, 778, 1704, 1384, 1000
45, 994, 2395, 216, 1000
29, 1056, 3032, 1707, 1000
163, 458, 322, 1652, 1000
256, 348, 775, 446, 1000
319, 2361, 1004, 307, 1000
2850, 274, 870, 932, 1000
220, 818, 626, 1170, 1000
974, 790, 1296, 1106, 1000
480, 268, 1878, 1484, 1000
1851, 540, 965, 281, 1000
715, 1062, 653, 1335, 1000
164, 589, 1134, 1128, 1000
118, 1578, 680, 1062, 1000
97, 1985, 451, 1926, 1000
731, 1474, 454, 960, 1000
3633, 1213, 1641, 660, 1000
905, 978, 247, 849, 1000
1127, 501, 476, 327, 1000
1229, 161, 1626, 1487, 1000
165, 492, 713, 1379, 1000
742, 521, 692, 490, 1000
